id,pub_author,pub_year,pub_type_raw,strand_raw,out_out_type_tool,smd_tool,se_tool,out_es_type,out_tit,out_comp,out_samp,out_measure,out_test_type_raw,out_out_type_red,smd_red,se_red,out_out_type_wri,smd_wri,se_wri,out_out_type_math,smd_math,se_math,out_out_type_sci,smd_sci,se_sci,out_out_type_fsm,smd_fsm,se_fsm,sample_analysed_info,school_total_info,class_total_info,int_setting_raw,part_age_raw,fsm_50,fsm_perc_info,loc_country_raw,int_desig_raw,int_approach_raw,int_training_raw,digit_tech_raw,parent_partic_raw,int_when_raw,int_who_raw,int_dur_info,int_freq_info,int_leng_info,out_strand
37093553,Fuchs (1995),1995,['Journal article'],['Peer tutoring'],"['Toolkit primary outcome', 'Mathematics primary outcome']",0.6189,0.3245,['Post-test unadjusted (select one from this group)'],REC PALS Maths operations AA,With business as usual,['Sample: Average'],Mathematics,['Test type: Researcher developed test'],NA,NA,NA,NA,NA,NA,"['Toolkit primary outcome', 'Mathematics primary outcome']",0.6189,0.3245,NA,NA,NA,NA,NA,NA,120,9 ,40 ,['Primary/elementary school'],"['7', '8', '9', '10']",TRUE,57.22,['USA'],['Cluster RCT'],['Paired learning'],['Yes (Please specify)'],['Yes'],['No'],['During regular school hours '],"['Research staff', 'Class teachers', 'Peers']",23 ,2,25,['Toolkit: Peer Tutoring']
37093524,Fuchs (1997),1997,['Journal article'],['Peer tutoring'],"['Toolkit primary outcome', 'Mathematics primary outcome']",0.6682,0.3259,['Post-test unadjusted (select one from this group)'],REC Comprehensive Mathematics Test - LA,With business as usual,['Sample: Low achievers'],Mathematics,['Test type: Researcher developed test'],NA,NA,NA,NA,NA,NA,"['Toolkit primary outcome', 'Mathematics primary outcome']",0.6682,0.3259,NA,NA,NA,NA,NA,NA,40,8,40,['Primary/elementary school'],"['7', '9', '10', '8']",NA,NA,['USA'],['Cluster RCT'],"['Paired learning', 'Other (Explain in notes)']",['Yes (Please specify)'],['Yes'],['No'],['During regular school hours '],"['Research staff', 'Class teachers', 'Peers']",22   ,2,35  ,NA
37093549,Fuchs (1997),1997,['Journal article'],['Peer tutoring'],"['Toolkit primary outcome', 'Reading primary outcome']",0.7097,0.1884,['Pre-post gain'],REC PALS CRAB Questions correct (all),With business as usual,['Sample: All'],Literacy  reading other,['Test type: Standardised test '],"['Toolkit primary outcome', 'Reading primary outcome']",0.7097,0.1884,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,120,12,40,['Primary/elementary school'],"['7', '8', '9', '10', '11', '12']",NA,NA,['USA'],['Cluster RCT'],['Paired learning'],['Yes (Please specify)'],['No'],['No'],['During regular school hours '],"['Research staff', 'Class teachers', 'Peers']",15,3,35 ,['Toolkit: Peer Tutoring']
37093550,Fuchs (1997),1997,['Journal article'],['Peer tutoring'],"['Toolkit primary outcome', 'Mathematics primary outcome']",0.2377,0.3175,['Post-test unadjusted (select one from this group)'],REC Comprehensive Mathematics Test - Operations Subtest,With business as usual,['Sample: Average'],Mathematics,['Test type: Researcher developed test'],NA,NA,NA,NA,NA,NA,"['Toolkit primary outcome', 'Mathematics primary outcome']",0.2377,0.3175,NA,NA,NA,NA,NA,NA,40,NA,40,['Primary/elementary school'],"['7', '8', '9', '10']",NA,NA,['USA'],['Cluster RCT'],['Paired learning'],['Yes (Please specify)'],['Yes'],['No'],['During regular school hours '],"['Research staff', 'Class teachers', 'Peers', 'Digital technology']",23,2,35 ,['Toolkit: Peer Tutoring']
37133902,Fuchs (1998),1998,['Journal article'],['Peer tutoring'],"['Toolkit primary outcome', 'Mathematics primary outcome']",-0.3547,0.1762,['Post-test adjusted for baseline attainment AND clustering'],REC Mathematics Achievement- Peer Tutoring,With business as usual,['Sample: All'],Mathematics,['Test type: Standardised test '],NA,NA,NA,NA,NA,NA,"['Toolkit primary outcome', 'Mathematics primary outcome']",-0.3547,0.1762,NA,NA,NA,NA,NA,NA, 131 ,NA,6,['Primary/elementary school'],"['9', '10']",FALSE,40.5,['USA'],['Cluster RCT'],['Paired learning'],['Yes (Please specify)'],['Yes'],['No'],['During regular school hours '],"['Class teachers', 'Peers']",22,2,35 ,['Toolkit: Peer Tutoring']
37093551,Fuchs (1999),1999,['Journal article'],['Peer tutoring'],"['Toolkit primary outcome', 'Reading primary outcome']",0.0461,0.2444,['Post-test adjusted for baseline attainment'],REC PALS Reading Comprehension-Peer Tutoring,With business as usual,['Sample: All'],Literacy  reading comprehension,['Test type: Standardised test '],"['Toolkit primary outcome', 'Reading primary outcome']",0.0461,0.2444,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,72,NA,24,['Primary/elementary school'],"['7', '8', '9', '10']",TRUE,66.6,['USA'],['Individual RCT'],['Paired learning'],['Yes (Please specify)'],['Yes'],['No'],['During regular school hours '],"['Research staff', 'Class teachers', 'Peers']",21,2,45,['Toolkit: Peer Tutoring']
37093618,Fuchs (1999),1999,['Journal article'],['Peer tutoring'],"['Toolkit primary outcome', 'Reading primary outcome']",0.4772,0.201,['Pre-post gain'],REC PALS  Reading Comprehension-Peer Tutoring,With business as usual,['Sample: All'],Literacy  reading comprehension,['Test type: Standardised test '],"['Toolkit primary outcome', 'Reading primary outcome']",0.4772,0.201,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,102,10,18,['Other educational setting (please specify)'],['No information provided'],NA,NA,['USA'],['Cluster RCT'],['Paired learning'],['Yes (Please specify)'],['No'],['No'],['During regular school hours '],"['Research staff', 'Class teachers', 'Peers']",16,0.5 ,45,['Toolkit: Peer Tutoring']
37093523,Fuchs (2001),2001,['Journal article'],['Peer tutoring'],"['Toolkit primary outcome', 'Mathematics primary outcome']",0.418,0.1589,['Pre-post gain'],REC Mathematics-Peer Tutoring,With business as usual,['Sample: All'],Mathematics,['Test type: Standardised test '],NA,NA,NA,NA,NA,NA,"['Toolkit primary outcome', 'Mathematics primary outcome']",0.418,0.1589,NA,NA,NA,NA,NA,NA,168,5,20,['Primary/elementary school'],"['5', '6']",NA,NA,['USA'],['Cluster RCT'],['Paired learning'],['Yes (Please specify)'],['No'],['No'],['During regular school hours '],"['Class teachers', 'Peers']",15 ,2,20,['Toolkit: Peer Tutoring']
37116212,Fuchs (2002),2002,['Journal article'],['Peer tutoring'],"['Toolkit primary outcome', 'Mathematics primary outcome']",0.2956,0.1116,['Pre-post gain'],REC PALS Mathematics Achievement PALS Aligned-Peer Tutoring,With business as usual,['Sample: All'],Mathematics,['Test type: Standardised test '],NA,NA,NA,NA,NA,NA,"['Toolkit primary outcome', 'Mathematics primary outcome']",0.2956,0.1116,NA,NA,NA,NA,NA,NA,327,NA,20,['Primary/elementary school'],"['5', '6']",TRUE,61.0,['USA'],['Cluster RCT'],['Paired learning'],['Yes (Please specify)'],['No'],['No'],['During regular school hours '],['Peers'],16,3,30,['Toolkit: Peer Tutoring']
37133906,Gardner (1973),1973,['Dissertation or thesis'],['Peer tutoring'],"['Toolkit primary outcome', 'Reading primary outcome']",0.594,0.2096,['Post-test unadjusted (select one from this group)'],T&T-combined reading - PT,With business as usual,['Sample: All'],Literacy  reading comprehension,['Test type: National test'],"['Toolkit primary outcome', 'Reading primary outcome']",0.594,0.2096,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,96,1,4,['Primary/elementary school'],"['6', '7', '8', '9']",NA,NA,['USA'],['Multisite RCT'],['Paired learning'],['Yes (Please specify)'],['Yes'],['No'],"['During regular school hours ', 'Before/after school']","['Research staff', 'Teaching assistants', 'Peers']",11,4,40  ,['Toolkit: Peer Tutoring']
37093477,Ginsburg-Block (1997),1997,['Journal article'],['Peer tutoring'],"['Toolkit primary outcome', 'Mathematics primary outcome']",0.6767,0.3261,['Post-test adjusted for baseline attainment'],REC Mathematics Computation-Peer Tutoring,With active control,['Sample: Low achievers'],Mathematics,['Test type: Researcher developed test'],NA,NA,NA,NA,NA,NA,"['Toolkit primary outcome', 'Mathematics primary outcome']",0.6767,0.3261,NA,NA,NA,NA,NA,NA,40,1,8,['Primary/elementary school'],"['9', '10', '11', '12']",TRUE,100.0,['USA'],['Individual RCT'],['Paired learning'],['Yes (Please specify)'],['No'],['No'],['During regular school hours '],"['Teaching assistants', 'Other school staff']",10 ,2 ,45 ,['Toolkit: Peer Tutoring']
37093478,Ginsburg-Block (1998),1998,['Journal article'],['Peer tutoring'],"['Toolkit primary outcome', 'Mathematics primary outcome']",0.6138,0.2009,['Post-test unadjusted (select one from this group)'],REC Mathematics computation- Peer Tutoring,With active control,['Sample: Low achievers'],Mathematics,['Test type: Researcher developed test'],NA,NA,NA,NA,NA,NA,"['Toolkit primary outcome', 'Mathematics primary outcome']",0.6138,0.2009,NA,NA,NA,NA,NA,NA,104,1,2,['Primary/elementary school'],"['8', '9', '10', '11', '12']",TRUE,100.0,['USA'],['Multisite RCT'],"['Paired learning', 'Student alone (self-administered)']",['Unclear/ Not specified'],['Yes'],['Yes'],['During regular school hours '],"['Teaching assistants', 'Other school staff', 'Parents/carers']",7,2,30,['Toolkit: Peer Tutoring']
37133911,Gmitter (1989),1989,['Dissertation or thesis'],['Peer tutoring'],"['Toolkit primary outcome', 'Mathematics primary outcome']",0.2855,0.2273,['Post-test adjusted for baseline attainment'],REC Stanford Achievement Test - Mathematics,With business as usual,['Sample: All'],Mathematics,['Test type: Standardised test '],NA,NA,NA,NA,NA,NA,"['Toolkit primary outcome', 'Mathematics primary outcome']",0.2855,0.2273,NA,NA,NA,NA,NA,NA,162,5,NA,['Primary/elementary school'],"['8', '9']",NA,NA,['USA'],['Prospective QED'],['Paired learning'],['Unclear/ Not specified'],['Yes'],['No'],['During regular school hours '],['Peers'],12 ,5,20,['Toolkit: Peer Tutoring']
37093559,Goyen (1994),1994,['Journal article'],['Peer tutoring'],"['Toolkit primary outcome', 'Reading primary outcome']",0.9327,0.524,['Post-test adjusted for baseline attainment'],TR Reading accuracy scores ANCOVA results (2 treatment v control),With business as usual,['Sample: Low achievers'],Literacy  reading other,['Test type: Standardised test '],"['Toolkit primary outcome', 'Reading primary outcome']",0.9327,0.524,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36,1,NA,['Primary/elementary school'],"['9', '10', '11', '12']",NA,NA,['Australia'],['Individual RCT'],['Paired learning'],['Yes (Please specify)'],['No'],['No'],['During regular school hours '],"['Research staff', 'Peers']",7,3,25,['Toolkit: Peer Tutoring']
37093560,Greenwood (1989),1989,['Journal article'],['Peer tutoring'],"['Toolkit primary outcome', 'Reading primary outcome']",0.6069,0.1853,['Post-test adjusted for baseline attainment'],REC Reading NCE,With business as usual,['Sample: All'],Literacy  reading other,['Test type: Standardised test '],"['Toolkit primary outcome', 'Reading primary outcome']",0.6069,0.1853,NA,NA,NA,['Mathematics primary outcome'],0.3778,0.1827,NA,NA,NA,NA,NA,NA,182,9,NA,['Primary/elementary school'],"['5', '6', '7', '8']",NA,NA,['USA'],['Prospective QED'],['Paired learning'],['Yes (Please specify)'],['No'],['No'],['During regular school hours '],['Class teachers'],140,5,90,['Toolkit: Peer Tutoring']
46844854,Greenwood (1991),1991,['Journal article'],['Peer tutoring'],"['Toolkit primary outcome', 'Reading primary outcome']",0.3509,0.1365,['Post-test unadjusted (select one from this group)'],T&T Reading Achievement ,With business as usual,['Sample: All'],Literacy  reading comprehension,['Test type: Standardised test '],"['Toolkit primary outcome', 'Reading primary outcome']",0.3509,0.1365,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,211,NA,NA,['Primary/elementary school'],"['6', '7', '8', '9']",NA,NA,['USA'],['Cluster RCT'],['Paired learning'],['Unclear/ Not specified'],['No'],['No'],['During regular school hours '],['Peers'],140,1,30 ,['Toolkit: Peer Tutoring']
37133917,Gregg (1994),1994,['Dissertation or thesis'],['Peer tutoring'],"['Toolkit primary outcome', 'Reading primary outcome']",0.5051,0.2877,['Post-test unadjusted (select one from this group)'],TR Reading comprehension posttest comparison,With business as usual,['Sample: Low achievers'],Literacy  reading comprehension,['Test type: Standardised test '],"['Toolkit primary outcome', 'Reading primary outcome']",0.5051,0.2877,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,1,2,['Secondary/High school'],"['14', '15', '16', '17', '18']",NA,NA,['USA'],['Individual RCT'],['Large group/class teaching (+6)'],['Yes (Please specify)'],['No'],['No'],['During regular school hours '],['Research staff'],8 ,3,45,['Toolkit: Peer Tutoring']
37133918,Gudbrandsen (2005) PT,2005,['Dissertation or thesis'],['Peer tutoring'],"['Toolkit primary outcome', 'Reading primary outcome']",0.4855,0.312,['Post-test adjusted for baseline attainment'],TR Maze scores ,With business as usual,['Sample: All'],Literacy  reading comprehension,['Test type: Standardised test '],"['Toolkit primary outcome', 'Reading primary outcome']",0.4855,0.312,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62,2,3,['Primary/elementary school'],"['10', '11', '12']",TRUE,59.0,['USA'],['Prospective QED'],['Paired learning'],['Yes (Please specify)'],['Yes'],['No'],['During regular school hours '],['Peers'],11 ,2,30,['Toolkit: Peer Tutoring']
37133919,Hannah (2008),2008,['Dissertation or thesis'],['Peer tutoring'],"['Toolkit primary outcome', 'Mathematics primary outcome']",0.6582,0.2143,['Post-test unadjusted (select one from this group)'],TE Mathematics Achievement Scores Post-test t-test,With business as usual,['Sample: Low achievers'],Mathematics,['Test type: Researcher developed test'],NA,NA,NA,NA,NA,NA,"['Toolkit primary outcome', 'Mathematics primary outcome']",0.6582,0.2143,NA,NA,NA,NA,NA,NA,92,1,3,['Secondary/High school'],"['13', '14', '15', '16', '17', '18']",NA,NA,['USA'],['Prospective QED'],['One to one'],['Yes (Please specify)'],['No'],['Yes'],['Before/after school'],['Peers'],6,1,60,['Toolkit: Peer Tutoring']
37116213,Hardegree (2012),2012,['Dissertation or thesis'],['Peer tutoring'],"['Toolkit primary outcome', 'Mathematics primary outcome']",0.2816,0.223,['Post-test unadjusted (select one from this group)'],TE Pass/fail rate Integrated Algebra,With business as usual,['Sample: Low achievers'],Mathematics,['Test type: National test'],NA,NA,NA,NA,NA,NA,"['Toolkit primary outcome', 'Mathematics primary outcome']",0.2816,0.223,NA,NA,NA,NA,NA,NA,80,NA,NA,['Secondary/High school'],"['14', '15']",NA,NA,['USA'],['Individual RCT'],['Paired learning'],['Yes (Please specify)'],['No'],['No'],['During regular school hours '],['Peers'],12,1,38 ,['Toolkit: Peer Tutoring']
37093480,Heller (1992),1992,['Dissertation or thesis'],['Peer tutoring'],"['Toolkit primary outcome', 'Mathematics primary outcome']",0.9424,0.2882,['Post-test unadjusted (select one from this group)'],REC Standardized computation,With business as usual,['Sample: Low achievers'],Mathematics,['Test type: Standardised test '],NA,NA,NA,NA,NA,NA,"['Toolkit primary outcome', 'Mathematics primary outcome']",0.9424,0.2882,NA,NA,NA,NA,NA,NA,80,1,NA,['Primary/elementary school'],"['8', '9', '10', '11', '12', '13']",TRUE,85.0,['USA'],['Individual RCT'],['Paired learning'],['Yes (Please specify)'],['No'],['Yes'],['During regular school hours '],['Peers'],32,2,45,['Toolkit: Peer Tutoring']
37133921,Hilger (2000),2000,['Dissertation or thesis'],['Peer tutoring'],"['Toolkit primary outcome', 'Reading primary outcome']",0.2994,0.2348,['Post-test unadjusted (select one from this group)'],TE STAR Reading Test,With business as usual,['Sample: All'],Literacy  reading comprehension,['Test type: Standardised test '],"['Toolkit primary outcome', 'Reading primary outcome']",0.2994,0.2348,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82,2,4,['Primary/elementary school'],"['8', '9', '10']",TRUE,69.0,['USA'],['Prospective QED'],['Paired learning'],['Yes (Please specify)'],['Yes'],['No'],['During regular school hours '],['Peers'],12 ,4,20 ,['Toolkit: Peer Tutoring']
46844858,Hugger (2014),2014,['Dissertation or thesis'],['Peer tutoring'],"['Toolkit primary outcome', 'Mathematics primary outcome']",-0.0286,0.309,['Post-test unadjusted (select one from this group)'],T&T M-COMP,With active control,['Sample: All'],Mathematics,['Test type: Standardised test '],NA,NA,NA,NA,NA,NA,"['Toolkit primary outcome', 'Mathematics primary outcome']",-0.0286,0.309,NA,NA,NA,NA,NA,NA,79,1,3,['Primary/elementary school'],"['8', '9']",TRUE,64.0,['USA'],['Cluster RCT'],['Paired learning'],['Yes (Please specify)'],['No'],['No'],['During regular school hours '],"['Class teachers', 'Peers']",12,2,30,['Toolkit: Peer Tutoring']
37133923,Inglis (2002),2002,['Dissertation or thesis'],['Peer tutoring'],"['Toolkit primary outcome', 'Mathematics primary outcome']",0.5322,0.2465,['Post-test adjusted for baseline attainment'],TR Word Problems subtest from Canadian Test of Basic Skills (CTBS) ,With business as usual,['Sample: Low achievers'],Mathematics,['Test type: National test'],NA,NA,NA,NA,NA,NA,"['Toolkit primary outcome', 'Mathematics primary outcome']",0.5322,0.2465,NA,NA,NA,NA,NA,NA,96,3,NA,['Primary/elementary school'],"['9', '10']",NA,NA,['USA'],['Individual RCT'],['Small group/intensive support (3-5)'],['Yes (Please specify)'],['No'],['No'],['During regular school hours '],['Peers'],105,2.5 ,40 ,['Toolkit: Peer Tutoring']
46844859,Ivory (2007),2007,['Dissertation or thesis'],['Peer tutoring'],"['Toolkit primary outcome', 'Mathematics primary outcome']",0.4663,0.4481,['Post-test unadjusted (select one from this group)'],TE CRCT mathematics subtest,With business as usual,['Sample: All'],Mathematics,['Test type: Standardised test '],NA,NA,NA,NA,NA,NA,"['Toolkit primary outcome', 'Mathematics primary outcome']",0.4663,0.4481,NA,NA,NA,NA,NA,NA,21,1,NA,['Middle school'],"['12', '13', '14']",NA,NA,['USA'],['Prospective QED'],"['Large group/class teaching (+6)', 'Paired learning']",['No'],['No'],['No'],['During regular school hours '],NA,15 ,3 ,60,['Toolkit: Peer Tutoring']
37116224,Jackson (2016),2016,['Dissertation or thesis'],['Peer tutoring'],"['Toolkit primary outcome', 'Reading primary outcome']",0.4846,0.4001,['Post-test unadjusted (select one from this group)'],REC Reading Comprehension All-Peer Tutoring,With business as usual,['Sample: All'],Literacy  reading comprehension,['Test type: Standardised test '],"['Toolkit primary outcome', 'Reading primary outcome']",0.4846,0.4001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,1,2,['Middle school'],"['11', '12', '13']",NA,NA,['USA'],['Individual RCT'],['Paired learning'],['Yes (Please specify)'],['No'],['No'],['During regular school hours '],['Peers'],9,3,45 ,['Toolkit: Peer Tutoring']
37093509,Jacobson (2001),2001,['Journal article'],['Peer tutoring'],"['Toolkit primary outcome', 'Reading primary outcome']",0.4851,0.1692,['Post-test unadjusted (select one from this group)'],TR Reading Comprehension Tutors- Peer Tutoring,With business as usual,['Sample: Low achievers'],Literacy  reading comprehension,['Test type: Standardised test '],"['Toolkit primary outcome', 'Reading primary outcome']",0.4851,0.1692,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,92,2,3,"['Primary/elementary school', 'Middle school']","['12', '8', '9', '13']",TRUE,100.0,['USA'],['Multisite RCT'],['Paired learning'],['Yes (Please specify)'],['No'],['No'],['During regular school hours '],"['Peers', 'Unclear/not specified']",32,NA,NA,['Toolkit: Peer Tutoring']
40294914,Jenkins (1991) PT,1991,['Journal article'],['Peer tutoring'],"['Toolkit primary outcome', 'Reading primary outcome']",0.1697,0.183,['Post-test adjusted for baseline attainment'],TE Passage reading test CIRC group,With business as usual,['Sample: All'],Literacy  reading other,['Test type: Standardised test '],"['Toolkit primary outcome', 'Reading primary outcome']",0.1697,0.183,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,2,12,['Primary/elementary school'],"['6', '7', '8', '9']",FALSE,37.5,['USA'],['Prospective QED'],['Paired learning'],['Unclear/ Not specified'],['No'],['No'],['During regular school hours '],['Peers'],28,4,25,['Toolkit: Collaborative learning']
47269820,Judith (1988) PT,1988,['Journal article'],['Peer tutoring'],"['Toolkit primary outcome', 'Reading primary outcome']",0.4136,0.1729,['Post-test adjusted for baseline attainment'],T&T_ Reading comprehension,With business as usual,['Sample: All'],Literacy  reading comprehension,['Test type: Standardised test '],"['Toolkit primary outcome', 'Reading primary outcome']",0.4136,0.1729,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,194,2,9,['Primary/elementary school'],['11'],NA,NA,['USA'],['Prospective QED'],['Paired learning'],['Yes (Please specify)'],['No'],['No'],['During regular school hours '],['Peers'],.4 ,2,50 ,['Toolkit: Peer Tutoring']
37093568,Kahl (1994),1994,['Journal article'],['Peer tutoring'],"['Toolkit primary outcome', 'Reading primary outcome']",0.6824,0.3596,['Post-test unadjusted (select one from this group)'],REC 60-day associative matching,With business as usual,['Sample: All'],Literacy  reading other,['Test type: Researcher developed test'],"['Toolkit primary outcome', 'Reading primary outcome']",0.6824,0.3596,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,68,4,NA,"['No information provided', 'Primary/elementary school', 'Middle school']","['11', '12']",NA,NA,['Canada'],['Individual RCT'],['Small group/intensive support (3-5)'],['Yes (Please specify)'],['No'],['No'],['During regular school hours '],"['Class teachers', 'Peers']",.2,1, ,['Toolkit: Peer Tutoring']
37116222,Karagiannakis (2008),2008,['Dissertation or thesis'],['Peer tutoring'],"['Toolkit primary outcome', 'Mathematics primary outcome']",0.1005,0.1088,['Post-test unadjusted (select one from this group)'],REC Mathematics Achievement- Peer Tutoring,With business as usual,['Sample: All'],Mathematics,['Test type: School-developed test'],NA,NA,NA,NA,NA,NA,"['Toolkit primary outcome', 'Mathematics primary outcome']",0.1005,0.1088,NA,NA,NA,NA,NA,NA,73 ,NA,NA,['Primary/elementary school'],"['8', '9', '10']",NA,NA,['Canada'],['Cluster RCT'],['Paired learning'],['Yes (Please specify)'],['No'],['No'],['During regular school hours '],['Peers'],12,4,30 ,['Toolkit: Peer Tutoring']
37093356,Lamport (1982),1982,['Dissertation or thesis'],['Peer tutoring'],"['Toolkit primary outcome', 'Reading primary outcome']",0.1169,0.2947,['Post-test adjusted for baseline attainment'],T&T_ SDRT - Reading Comprehension,With business as usual,['Sample: All'],Literacy  reading comprehension,['Test type: Standardised test '],"['Toolkit primary outcome', 'Reading primary outcome']",0.1169,0.2947,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48,2,NA,"['Primary/elementary school', 'Other educational setting (please specify)']","['7', '8', '9', '11', '12']",NA,NA,['USA'],['Prospective QED'],['Paired learning'],['Yes (Please specify)'],['No'],['No'],['During regular school hours '],['Peers'],32,3,30 ,['Toolkit: Peer Tutoring']
46844861,Lazarus (2014),2014,['Journal article'],['Peer tutoring'],"['Toolkit primary outcome', 'Mathematics primary outcome']",0.4806,0.199,['Post-test adjusted for baseline attainment'],TE Mathematics Tests (Post test)- Peer vs Control,With business as usual,['Sample: All'],Mathematics,['Test type: Researcher developed test'],NA,NA,NA,NA,NA,NA,"['Toolkit primary outcome', 'Mathematics primary outcome']",0.4806,0.199,NA,NA,NA,NA,NA,NA,156,6,NA,['Secondary/High school'],"['10', '11', '12', '13', '14', '15', '16']",NA,NA,['Nigeria'],['Prospective QED'],['Paired learning'],['Yes (Please specify)'],['No'],['No'],['During regular school hours '],['Peers'],6 , , ,['Toolkit: Peer Tutoring']
38296633,Lloyd (2015),2015,['Technical report'],['Peer tutoring'],"['Toolkit primary outcome', 'Reading primary outcome']",-0.0377,0.0348,['Post-test adjusted for baseline attainment AND clustering'],T&T NGRT Overall Reading,With business as usual,['Sample: All'],Literacy  reading other,['Test type: Standardised test '],"['Toolkit primary outcome', 'Reading primary outcome']",-0.0377,0.0348,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2736,10,120,['Secondary/High school'],"['11', '12', '13', '14']",FALSE,20.249000000000002,"['UK (Select all that apply)', 'England']",['Cluster RCT'],['Paired learning'],['Yes (Please specify)'],['No'],['No'],['During regular school hours '],['Peers'],16,1,20,['Toolkit: Peer Tutoring']
38296634,Lloyd (2015),2015,['Technical report'],['Peer tutoring'],"['Toolkit primary outcome', 'Mathematics primary outcome']",0.015,0.029,['Post-test adjusted for baseline attainment AND clustering'],T&T_ INCAS maths,With business as usual,['Sample: All'],Mathematics,['Test type: Standardised test '],NA,NA,NA,NA,NA,NA,"['Toolkit primary outcome', 'Mathematics primary outcome']",0.015,0.029,NA,NA,NA,NA,NA,NA,6472 ,82,NA,['Primary/elementary school'],"['8', '9', '10', '11']",FALSE,22.7,"['UK (Select all that apply)', 'England']",['Cluster RCT'],['Paired learning'],['Yes (Please specify)'],['Yes'],['No'],['During regular school hours '],"['Class teachers', 'Peers']",32,1,20,['Toolkit: Peer Tutoring']
37093622,Mathes (1993),1993,['Technical report'],['Peer tutoring'],"['Toolkit primary outcome', 'Reading primary outcome']",0.3,0.26,['Post-test adjusted for baseline attainment'],REC CRAB (Comprehension),With business as usual,['Sample: All'],Literacy  reading comprehension,['Test type: Standardised test '],"['Toolkit primary outcome', 'Reading primary outcome']",0.3,0.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,67,NA,NA,"['Primary/elementary school', 'Middle school']","['9', '10', '11', '12']",NA,NA,['USA'],['Individual RCT'],['Paired learning'],['Unclear/ Not specified'],['No'],['No'],['During regular school hours '],['Peers'],10 ,3,30 ,['Toolkit: Peer Tutoring']
37093577,Mathes (1998),1998,['Journal article'],['Peer tutoring'],"['Toolkit primary outcome', 'Reading primary outcome']",0.2664,0.2685,['Pre-post gain'],REC Woodcock Passage Comprehension (WRMT-R) LA ,With business as usual,['Sample: Low achievers'],Literacy  reading comprehension,['Test type: Standardised test '],"['Toolkit primary outcome', 'Reading primary outcome']",0.2664,0.2685,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,98,6,20,['Primary/elementary school'],"['6', '7']",NA,NA,['USA'],['Prospective QED'],['Paired learning'],['Yes (Please specify)'],['No'],['No'],['During regular school hours '],['Class teachers'],35, ,35,['Toolkit: Peer Tutoring']
43099967,Mathes (2001) 1_1,2001,['Journal article'],"['Phonics', 'Peer tutoring']","['Toolkit primary outcome', 'Reading primary outcome']",0.7344,0.2406,['Pre-post gain'],T&T WRMT-R Passage Comprehension PALS v control,With business as usual,['Sample: Low achievers'],Literacy  reading comprehension,['Test type: Standardised test '],"['Toolkit primary outcome', 'Reading primary outcome']",0.7344,0.2406,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75,8,36,['Primary/elementary school'],"['6', '7']",NA,NA,['USA'],['Cluster RCT'],['Paired learning'],['Yes (Please specify)'],['No'],['No'],['During regular school hours '],['Class teachers'],16,3,35,['Toolkit: Phonics']
46325690,Mathes (2001) 1_2,2001,['Journal article'],"['Phonics', 'Peer tutoring']","['Toolkit primary outcome', 'Reading primary outcome']",0.5,0.2351,['Pre-post gain'],T&T WRMT-R Comprehension PALS+ CAI v Control,With business as usual,['Sample: All'],Literacy  reading comprehension,['Test type: Standardised test '],"['Toolkit primary outcome', 'Reading primary outcome']",0.5,0.2351,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76,8,36,['Primary/elementary school'],"['6', '7']",NA,NA,['USA'],['Cluster RCT'],"['Student alone (self-administered)', 'Paired learning']",['Yes (Please specify)'],['Yes'],['No'],['During regular school hours '],['Class teachers'],20,3,35 ,['Toolkit: Peer Tutoring']
